	essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	num_words	num_sentences	num_lemmas	num_commas	num_exclamation_marks	num_question_marks	average_word_length	average_sentence_length	num_nouns	num_verbs	num_adjectives	num_adverbs	num_conjunctions	num_spelling_errors	num_stopwords	automated_readability_index	coleman_liau_index	dale_chall_index	difficult_word_count	flesch_kincaid_grade	gunning_fog	linsear_write_formula	smog_index	syllables_count
5993	9549	4	The author ended the story with that paragraph because that paragraph says when she is going to try to take the test and make changes in her changing life. For example she is sad in the story because she failed the test and want to go home. If she passes in the spring she might try to make changes and live here. This is why the author concludes the story with that paragraph.	1	1		1																						73	4	77	0	0	0	4.178082191780822	18.25	15	15	1	2	3	4	45	7.4	6.62	6.49	6	5.7	7.87	8.375	6.0	90
5998	9554	4	"The @CAPS1 why the authoR concludes the story saying, ""when they come back, Saeng vowed silently to heRselF, in the spRing, when the snows melt and the geese REtuRn and this bibiscus is budding, then I will take that test again."" The authoR ended it like that, because Saeng basically saying time will come FoR heR  to take that test and she will past it with belieF in heRselF,"	1	1		1																						69	2	80	7	0	0	4.428571428571429	35.0	14	12	1	5	3	12	41	16.9	8.37	8.09	9	13.2	14.38	17.75	0.0	89
5999	9555	4	The author concludes the story with this paragraph as a way to say that in due season she will take the test that she failed in the belief that the hibiscus will help her to overcome the obstacles. I believe that she she bought the plant when she failed the test, that she hope that with the blossoming of the plant, I will give her a time table as to when she is ready to try again.	1	2		2																						77	2	81	2	0	0	3.987012987012987	38.5	15	12	2	1	0	4	52	16.6	6.16	7.19	7	13.6	16.96	20.75	0.0	92
6002	9558	4	"I think the author of “Winter Hibiscus” finished with ""when they come back, Saeng vowed silently to herself, in the spring, when the snows melt, and the geese return and this hibiscus is budding, then I will take that test again, “because it is showing us the importance of the plant and how it will help her pass. It also symbolizes that when the plant buds and fights all the obstacles to survive, then she will beat the obstacles to past her driving test. For example, in the story it says ""When the snows melt and then geese return” the author is relating thats to Saeng and her struggle to pass her test with these struggle in surive the winter. It also says “Like the geese. She lifted her head and watched as their distinctive I was etches against the evening sky, slowly seeing into the distance”. This quote is saying she will rise to her challenge, and overcome it. All in all, this quote ""when they come back, Saeng vowed silently to herself in the spring, when the snows melt and the geese return and this hibiscus is holding then I will take that test again”, because it is showing the similar struggles between the flower, Saeng and the geese to overcome their challenges and finish what thing started."	3	3		3																						220	7	245	15	0	0	4.531818181818182	31.428571428571427	48	36	6	14	12	28	127	15.6	8.95	7.71	25	12.0	14.01	19.0	10.3	283
6003	9559	4	The author concludes the story with this paragraph because it has meaning. The author is saying that when these animals and living creatures get their chance she too, will get hers. For example, the geese will get to return, the hibiscus will get it's chance to bud and she will get her chance to take her drivers test. I know this because Saeng’s mother starts talking about how great the plant will be in the spring. She even says, “But its strong enough to make it through the cold months”. This indicates that the mom is trying to tell her that she will get a second chance. That is why the story ends with that sentence.	2	2		2																						116	6	127	4	0	0	4.396551724137931	19.333333333333332	27	21	4	3	2	13	75	7.6	7.31	7.05	12	5.0	8.02	8.0	7.4	144
6022	9578	4	"In the story “Winter Hibiscus” by Minfong Ho, the author concludes the story with an interesting paragraph. The paragraph says” When they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding  then I will take that test again. ""The author ended the story with that paragraph because she was not in her comfort zone, she had move to a new country and missed everything like the flower and the Hibiscus. So she would wait until she felt at home and comfortable again to retake the test. In the text it states “through the quiet repetition of season upon season, almost familiar to her now.” She was realizing that it wasn’t so bad & she was getting used to it."	2	2		2																						133	6	146	6	0	0	4.485074626865671	22.333333333333332	30	17	8	9	6	21	77	16.5	9.06	7.79	12	13.8	14.72	18.666666666666668	11.7	184
6023	9579	4	The author concludes the story with this paragraph, “When they come back, Saeng vowed silently to herself in the spring, when the snows melt & the geese return & this hibiscus is budding, then I will take that test again,” so that the audience has something to think about, it gives the story a little more of a dramatic effect.	0	0		0																						60	1	66	6	0	0	4.483333333333333	60.0	13	9	4	3	2	9	33	29.4	9.59	9.78	8	22.4	25.27	33.0	0.0	78
6034	9590	4	The author concludes the story with this paragraph to show Saeng’s determination despite her sadness. She misses Vietnam, but she will take the test again next year. The author’s choice of words in the concluding paragraph convey a sense of hope and something to look forward to. In the story, Saeng is disapointed in herself for failing the test, but buying the plant helps her because it reminds her of home. The idea that Saeng is persistant and the hopeful tone of the story are expressed in this final paragraph.	1	2		2																						90	5	98	3	0	0	4.7555555555555555	18.0	25	12	5	2	4	12	49	10.0	9.51	7.86	15	8.0	8.98	8.8	8.2	125
6042	9598	4	"The author concludes the story with this paragraph ""When they come back,… then I will take the test again because Saeng needs time just as the hibiscus to grow. Saeng didn't do well on a test but says she will try again after snow melts and the spring comes. After moving Saeng feels alone and wants to go back home but she feels in her heart that she can try given time. The hibiscus remines Saeng of the flower back in her home country this helps her see that she has to let go of her past and live in the now."	2	2		2																						102	4	110	1	0	0	4.0	25.75	21	23	1	10	5	9	64	10.3	5.98	6.76	4	8.5	10.59	13.0	7.2	119
6056	9612	4	The author concluded the story with that paragraph because that was how he wanted the story to end. He wanted to end the story with her talking to herself.	0	0		0																						29	2	31	0	0	0	4.379310344827586	14.5	5	6	0	0	0	2	18	6.4	7.13	6.53	4	6.6	7.18	6.75	0.0	41
6058	9614	4	Because she was promiseing herself that when spring comes back then she will take the drivers test agin.	1	1		1																						18	1	19	0	0	0	4.833333333333333	18.0	4	3	0	2	0	2	12	10.3	10.15	8.04	2	6.8	9.42	9.0	0.0	23
6065	9621	4	The author concludes the story with this paragraph because Saeng was taking a test. In the story there are some quotes to support my response “I-I failed the test” Saeng said.” This shows that she was taking a test about gardening. Another reason why the author concludes the story with this paragraph is because the story was about spring, gardening, and the life of it to them. The paragraph talks about spring, and flowers. The daughter and mother live off of the plants by planting vetagables, and fruits.	0	0		0																						88	6	99	4	0	0	4.795454545454546	14.666666666666666	30	10	1	0	4	12	49	10.0	9.51	7.2	8	6.6	7.49	8.4	7.6	117
6075	9631	4	"The author used ""when they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again” because its resembling that her mother is refreshing, waking, and restoring its self. And Saeng said she would retake the driving test when that happens. She was really sad she failed. “I – I failed the test” She seemed to be embarrassed + sad. So that last paragraph does a good job describing what Saeng is going to do. She is going to look on the bright side of things and restore her self to come back and pass the test"	2	2		2																						116	7	128	6	0	0	4.301724137931035	16.571428571428573	21	24	9	6	7	17	66	10.5	7.55	7.52	14	8.7	10.94	11.2	9.4	144
6079	9635	4	She ends the story with that paragraph because she wants to let everyone know she feels most comfortable in the spring. It also states that she can not wait for the geese and the hibiscus to start budding because it is her favorite time of the year.	1	1		1																						47	2	49	0	0	0	4.319148936170213	23.5	6	9	3	2	1	2	29	10.7	7.84	7.15	4	8.9	11.1	13.25	0.0	60
6088	9644	4	There are many reasons the narrator could have ended with this paragraph. One reason it's the start of the winter so hibiscus won't return until spring. Also, it’s the end of the story so it’s a good way to end it because it’s the ending of the hibiscus and the ending of the story. The last paragraph also kind of summarizes up the story and it’s short and sweet. Which makes it a great ending to the story. It’s not like most endings to a story so it’s unique. Because most stories aren’t about nature. In conclusion, there are many reasons the narrator could have choose to end the story with this paragraph.	0	0		0																						113	8	125	2	0	0	4.415929203539823	14.125	34	9	10	4	3	10	65	6.5	7.13	6.29	9	5.2	7.06	5.875	8.1	151
6102	9658	4	"The author concludes the story with this paragraph because it sums everything up and solves the conflict of her failing her driver's test. When Saeng said ""… I will take that test again"" it showed that she is determined to pass the tes and will try again. Since the conflict is solved there you pretty much have to introduce a new conflict to keep the story going so the author just ends it. This excerpt from the last paragraph also incorporates Saeng difficultly to that geese because just as geese faces hardships getting her driver lisense. But also like the geese she will go back her face hardships again."	1	2		2																						109	5	117	0	0	0	4.581818181818182	22.0	23	19	4	13	3	7	65	11.3	9.28	7.63	11	8.2	10.12	11.0	8.8	144
6108	9664	4	The author concludes the story like this because she is going to come back and do the samething next year.	0	0		0																						20	1	21	0	0	0	4.35	20.0	4	4	1	1	1	1	12	9.1	7.66	6.21	2	7.6	8.0	9.0	0.0	26
6109	9665	4	The author concludes the story with that because she want's to retake the test. Because she wants to pass the test for her mother. So she brought home the flower to apologize to her mother.	1	1		1																						35	3	39	0	0	0	4.428571428571429	11.666666666666666	7	7	0	2	0	2	21	5.3	6.53	6.47	3	4.3	5.82	5.166666666666667	6.4	46
6117	9674	4	The author concludes the story with the paragraph about the geese because it shows how Saeng, like the geese, will adopt to her new environment. It shows that she will do what needs to be done in order to survive just like the geese have to do. She will take the test again and will not give up. The paragraph shows how she wants to adapt to the new country. For example, the narration states, “… she noticed the tearstains on her daughter’s cheeks and her puffy eyes”[No]. This example shows how Saeng is not used to being in the new country and that she does not like it. However, she will get used to it and do her best to do so, as shown in the closing paragraph. Also, the narration states, “…she admitted to herself, she much preferred it to a Big Mac”[Ho]. This proves how even though she @MONTH1 not like things at times, Saeng is willing to try them to get used to the new country. The narration states, “…she realized that many of the things that she had thought of as strange before had become familiar to her now “[@NUM1].Saeng is getting more and more used to her surrounding and is adopting to them, just like the geese adapt, which is the reason the author ended the story with the paragraph about geese.	3	3		3																						230	10	258	13	0	0	4.261802575107296	23.3	42	35	14	12	6	28	147	10.4	7.2	7.04	16	7.5	10.42	8.0	9.1	282
6120	9677	4	The author concludes the story with that paragraph for a reason. The hibiscus reminds her of Vietnam. The geese remind her of her home now. These two things make her strong. Therefore, she will take the test when they return. She thinks she can pass the test when the flower and the geese are in her life.	1	1		1																						57	6	64	1	0	0	4.368421052631579	9.5	14	8	1	2	1	7	36	3.9	5.59	6.32	6	2.3	4.5	3.916666666666667	5.5	70
6122	9679	4	Saeng was talking about testing the plants seeing if the geese liked where she planted them. I know this because she mensioned geese in the last paragraph and in the geese said “yes| when she planted the hibiscus.	0	0		0																						38	2	40	0	0	0	4.631578947368421	19.0	6	9	2	0	1	5	21	9.9	9.11	8.32	6	7.2	8.65	9.0	0.0	48
6123	9680	4	The author concludes the story with this paragraph because the story was mostly talking about the hibiscus. Saeng was saying that when it’s spring and this hibiscus is budding then she will take the test again. The hibiscus reminded her of her homeland in the past.	1	1		1																						46	3	49	0	0	0	4.782608695652174	15.333333333333334	13	6	0	3	1	5	28	8.7	9.5	7.83	8	6.9	7.86	8.0	9.7	65
6124	9681	4	I think the author concludes the story with that paragraph because at the end is talking of a new begining. Also what it’s going to be at the new begining she says that she is going to take the test again.	1	1		1																						41	2	43	0	0	0	4.024390243902439	20.5	8	7	2	2	0	3	25	7.8	5.8	6.96	4	7.7	9.18	11.25	0.0	54
6128	9685	4	The author concludes the story with this paragraph because the plant wasent budding and the geese are going away and then see failed the test because all that made her sad. But when the snow melts, the geese return and the plant starts budding she will be happy again and she will take the test agian and she will pass because she is happy.	1	1		1																						64	2	67	1	0	0	4.328125	32.0	13	10	4	3	6	4	39	15.0	8.14	7.2	3	11.1	12.8	16.0	0.0	77
6129	9686	4	The author concludes the story this way for many reasons. One reason is to show Saeng is not going to give up and keep trying to pass her test. Another way is to show that even though your life has changed that don’t mean that you have to give up. These are some of the way that the author concludes the story like he does.	1	1		1																						65	4	69	0	0	0	3.9846153846153847	16.25	13	14	1	1	1	6	44	5.4	5.16	6.15	3	4.9	6.52	7.375	6.0	77
6131	9688	4	I think that the author concludes the story with this paragraph is because Saeng feels like that will be the right time to take over her driving test over and when the hibiscus is budding. And another reason would be because the authors wants to show her determination,	1	1		1																						48	2	50	1	0	0	4.625	24.0	10	8	1	1	2	3	30	12.4	9.58	8.12	7	10.3	11.27	13.5	0.0	66
6134	9691	4	Saeng is a very helpful young lady to her mom she makes things the author made that the ending sentence to make the story more intresting for the read ond to keep thom heoked to the end	0	0		0																						37	1	37	0	0	0	4.027027027027027	37.0	10	7	2	3	0	2	20	16.1	6.69	8.89	1	13.0	15.88	19.5	0.0	45
6145	9702	4	The author concluded the story with that paragraph because the author is trying to say that Saeng is going to start all over again just like the hibiscus would. Even though you go through bad times in your life just step and do it over again until it becomes better. The author also concluded the story with that paragraph because the paragraph pretty much starts the story all over again that like Saeng was going do.	2	2		2																						76	3	79	0	0	0	4.5131578947368425	25.333333333333332	14	13	2	13	1	4	49	12.5	8.94	6.55	5	9.6	11.17	13.666666666666666	8.8	101
6149	9706	4	Thes basically say that he will be around again just like the geese always come back.	0	0		0																						16	1	17	0	0	0	4.375	16.0	2	2	0	6	0	1	11	7.2	7.42	6.4	1	6.0	8.9	8.0	0.0	20
