	essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	num_words	num_sentences	num_lemmas	num_commas	num_exclamation_marks	num_question_marks	average_word_length	average_sentence_length	num_nouns	num_verbs	num_adjectives	num_adverbs	num_conjunctions	num_spelling_errors	num_stopwords	automated_readability_index	coleman_liau_index	dale_chall_index	difficult_word_count	flesch_kincaid_grade	gunning_fog	linsear_write_formula	smog_index	syllables_count
5979	9535	4	he concludes the sTory  with his paRagRaph because he wanted To say That he was going To Take The Test again when it was not The winTeR @CAPS1 and show how saeng vowed to heRself By saying that he oR she will take The Test again when it is not winTeR because even @CAPS2 the Test was not passed in winteR and could have been passed duRing when TheRe snow melted in the gRound	1	1		1																						74	1	75	0	0	0	4.026666666666666	75.0	12	12	1	3	3	4	53	34.7	7.34	9.44	7	27.4	29.6	37.0	0.0	91
5980	9536	4	In the story the author included that concluding paragraph because if you had read the rest of the story you would know that the person was talking about when she comes back that she wanted to take the test again because it would be such nicer weather then it was the first time she took it, another reason why I believe the author added this conclusion paragraph at the very end of the novel is to show the reader if they really did understand the novel and what she was really going for in the novel. So the author first wanted to make shore the reader would understand the ending of the book better with that conclusion paragraph at the end. These are the reason why I think the author added that concluding paragraph at the very end of that novel.	0	0		0																						141	3	145	1	0	0	4.333333333333333	47.0	31	20	6	7	1	3	91	22.5	8.55	7.09	7	18.1	19.65	28.5	13.6	190
5983	9539	4	The author concludes the story with that paragraph because it shows that she will not stop trying and one day she will pass that test. She made a vowe to herself that is show determination to overcome. It @MONTH1 also make us want to read make and find out if she test her vowe and if she passed the test. For example it ends in “when they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibsiscus is budding, then I will return and take the test again.	2	1		2																						99	4	107	4	0	0	4.202020202020202	24.75	18	22	1	5	6	12	62	10.7	6.85	7.58	10	8.2	11.13	13.125	8.1	123
5987	9543	4	The author concludes the story with that paragraph, because she is making a promise to herself to take the test again so she can pass it. She will do it when it is spring with the hibiscus is budding. She need to take the test and start driving. I think that is a good thing to when people vowed thing to themself.	1	1		1																						62	4	67	1	0	0	4.080645161290323	15.5	11	12	1	1	1	5	40	5.5	5.62	6.19	6	4.6	6.85	7.0	6.0	76
5988	9544	4	He is referring to the lifestyle of Saeng and the stuff they do. And what the area is like weather wise.	0	0		0																						21	2	23	0	0	0	4.0	10.5	5	2	0	1	2	3	13	2.7	3.86	7.16	2	2.7	6.1	4.75	0.0	25
5989	9545	4	The author decided to finish the story with that phrase to show that she will wait for her next year and do all this over again. She will be waiting for it and do all this over again. She will be waiting for it and prove that she can do it one more time and that she is used to live there now.	0	0		0																						63	3	66	0	0	0	3.6666666666666665	21.0	5	12	2	6	4	2	51	6.4	3.72	1.79	2	5.6	9.03	10.833333333333334	6.4	70
5991	9547	4	The author concludes the story with this paragraph to show that Saeng will try the test again and get a fresh new start.  Also I think that its showing the reader if you fail something the first time don’t be afraid to go back and try it again. I also think that the hibiscus symbolizes her because she failed the test in the winter and doesn’t like what shes in. But in the spring when the hibiscus has buds on it shes going to have a fresh start on the test and the flower will have a new environment to survive in.	1	2		2																						102	4	109	0	0	0	4.038834951456311	25.75	19	19	6	6	5	7	65	14.7	6.69	7.49	7	11.8	14.78	13.5	9.7	127
5995	9551	4	This last paragraph reveals something special to the reader. Saeng was given new hope winter mothers understanding and the hibiscus plant. She felt hopeless, miserable and incomparable upon seeing the hibiscus that reminded her of her homeland. When she came home, however, seeing the roots of the plant buried in the ground gave her new determination. The flower represents her. It adapted to be able to survive in cold weather, or hard times, in Saeng's case. The roots are her past and although they are buried, they are not forgotten. The actual flower represents a new life for Saeng in a new country .The author, Minfong Ho, gave personification or human–izing to non-living things to the story. This is why the author used the last paragraph then why she did.	3	2		3																						130	10	150	8	0	0	4.9	13.0	35	18	17	3	5	23	65	8.9	9.68	7.63	20	7.7	8.53	6.75	10.5	193
6004	9560	4	Why the author concluds the story with ths paragraph because its telling the seasons and how they change and how they come and go and they start of with a new season then its something different. An I think thats why the title of this story was called Winter Hibiscus cause after spring is winter & when it was spring they have all the nice beautiful flower thats smell good. An when spring gone its winter so all the plants had died out they not going to be the same how they used to be.	1	1		1																						95	3	100	0	0	0	4.147368421052631	31.666666666666668	18	15	6	1	5	5	60	14.0	7.38	6.7	4	10.8	12.95	16.833333333333332	8.8	117
6011	9567	4	The author ended the story with that specific quote because it shows the grasp in understanding the beauty & marvels of nature. Saeng spent a lot of money to buy a distinct flower called dok faeng-nol. Saeng was taking a driver's test a liscence but was failing it, and during her test she found that plant. Ashamed that she failed the test, she still showed her mother the flower she found, which was not like the one at home. Her mother is pleased with the flowers and understands that Saeng failed her test. Her mother said about the flower, “Its flowers aren’t as pretty, but it’s strong enough to make it through the cold months here, this winter hibiscus. That what matters that was a figurative speech that there's hope for Saeng to pass her test again when she her learned more refined and is ready to try again. And with the geese flying away for the winter and coming back in the spring signifies a fresh new start at success.	2	3		3																						171	8	189	6	0	0	4.47953216374269	21.375	45	25	12	10	8	19	91	10.4	8.24	7.94	18	8.1	9.93	7.833333333333334	8.1	216
6013	9569	4	It is actually a very powerful last statement, Even though she failed her driver’s test, she has realized that she will just have to keep being strong and be patient. Soon the geese will come back and the snow will melt, and she will “return” to take her test and will  be determined to pass. Saeng  bought the hibiscus to feel as if she were back in Vietnam, and felt as if it could fill that place in her heart were she misses it. “I paid nineteen dollars for  it”. She  says it like she was disappointed  in failing the  test but also that saying which is free back in vietnam was so expensive in the united states. A hibiscus flower is tropical so when it blooms in the spring will be when she becomes ready to give the test a second try.	3	2		3																						143	6	158	4	0	0	4.026845637583893	24.833333333333332	23	22	9	11	6	15	90	12.4	6.98	7.26	15	10.9	13.4	14.0	10.8	185
6029	9585	4	The author concludes with this ending because it because it gives hope. It is like a happy ending to a sad story. It is also her final thought for the story and a good end point.	1	1		1																						36	3	39	0	0	0	3.9722222222222223	12.0	9	2	4	1	1	3	20	3.3	4.39	5.55	2	4.4	4.8	5.0	3.1	47
6033	9589	4	The author concludes the story with “When they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again,” to show that she will try again with a new start. When she see’s the flower the clerk tells her it is the hibiscus. The hibiscus brings back memories of her childhood. She then takes it home and shows the plant to her mother. Her mother replies with a “You what?” hearing her daughter tell her how much it is. With the hibiscus bringing something of importance she acquires more hope. By saying she will start once the flower has bloomed and the geese have returned, she means she will try again with a new and frash start.	2	1		2																						136	7	148	6	0	1	4.411764705882353	19.428571428571427	29	24	5	9	5	18	79	9.1	7.72	7.04	10	6.1	8.64	10.8	8.4	168
6038	9594	4	The author concludes the story with these final lines to create a tone of hope that creates a theme. Final lines have a great impact for the reader because it is the last thing they read. In this story, Saeng refers to the time “when the shows me”. Here the snow is symbolic to the sorrow she has been facing because she left home. At one point in the story, “Saeng  brokedown and wept!” The spring is a time for archetypal rebirth. However, so the “show will melt” and her sorrow will go away. This creates a tone of hope for happy times in the future. Next, saeng  refers to the time of the hibiscus budding. The hibiscus represents a comforting connection to her old country. She referred to the plant as “yet another old friend”. If the hibiscus blooms, then her new life will also because she will be comforted to the point where she feels security. This creates a tone of hope for future comfort. The times ahead she speaks of are followed by a promise to take the test again despite her failure the first time. The author is using  the ??? of hope to ??? home that??? We overcome. She is showing optimism toward the spring and is willing to face a challenge. Therefore, he ????  that to make a hopeful home . ??? a life lesson of courage.	3	3		3																						233	22	269	6	1	16	4.274261603375527	10.772727272727273	62	26	15	13	3	32	126	6.6	6.78	6.98	27	6.5	7.3	6.571428571428571	8.3	309
6043	9599	4	The author concludes the story with this paragraph because it shows saeng being mature about it and being confident knowing she can take it again. When it says “ saeng vowed silently to herself she thought about everything and the phrase is almost like she is going to start over.	1	1		1																						50	2	52	0	0	0	4.62	25.0	7	9	2	3	2	4	31	12.8	9.58	8.35	6	9.5	10.8	13.5	0.0	67
6046	9602	4	The author concludes the story with this paragraph because Saeng was waiting for the winter time to be over. After the winter time, Saeng going take a test again and she can plants the flower. Saeng really like this hibicus and she doesn't want it to die on winter time.	1	1		1																						50	3	55	1	0	0	4.42	16.666666666666668	15	7	0	3	2	6	29	7.7	7.48	6.36	4	6.3	7.48	8.0	7.8	67
6051	9607	4	The author concludes the story the way she does because it shows that Saeng   needs to heal from the failing of the test before she can take it again. Saeng already knows that she  can heal. She realizes that she has gotten used to where she now lives, that things in her new land, like the sound of geese, are now “familiar to her”. The narrator of the story says, “..she  realized that many of the things that she had thought of as strange before had become… almost familiar to her now.” Things in Saeng new home had been strange to her at first, but she had healed and gotten used to them. Saeng has also healed from leaving her original home of Vietnam. She was sad to leave her home, “ A work so deep and strong that it stung Saeng’s eyes now swept over her.”, but she had healed. Saeng  remembers the flowers that she had known in vietnam as “old friends”, showing that it did not hurt her to remember them. When Saeng heals from failing   her driving test, like she had healed when moving  from Vietnam to the united states, she can re-visit the test, without pain.	3	3		3																						201	8	230	11	0	0	4.197115384615385	26.0	40	39	9	12	4	28	119	11.4	7.26	6.85	13	9.5	11.23	13.75	9.2	253
6053	9609	4	when they come back, Saeng vowed silently to herself, in the spring, when the snow melt and the geese return and this hibiscus is budding then I will take that test again. That is in there for many reasons. One is because when winter comes and brings all the snow it kills her garden. So thats why she wants it to be spring again so she can start growing things agian in her garden. She got to take a test on the things that she is growing to make sure it is @CAPS1 for someone to eat it. Thats why I think the paragraph “when the come back, Saeng vowed silently to herself, in the spring, when the snow melt and the geese return and this hibiscus is budding, then I will take that test again.”	0	0		0																						136	7	150	7	0	0	4.110294117647059	19.428571428571427	27	21	4	11	5	12	87	9.3	6.27	6.62	7	7.4	9.37	10.2	6.4	158
6063	9619	4	The auther concludes the story with this statement because it shows that to her the hibiscus symbolizes overcoming obstacles. It symbolizes this because she says”...and the geese return and this is budding, I will take that test again” (Ho @NUM1). This shows that even though she failed it this time when the hibiscus gets bigger she will retake the test, it shows ??? or overcoming obstacles. Also I believe that this symbolizes overcoming obstacles because it “gives her strength from her old country”. This shows that it symbolizes overcoming obstacles because it will help her overcome this test. It will do this by giving her strength or comforting her. From this you can tell that the author ends the story with this statement. ???...	2	2		2																						124	7	141	2	0	6	4.975806451612903	17.714285714285715	24	27	3	2	4	15	71	11.1	10.61	6.96	11	7.7	8.6	12.8	11.5	174
